job_title,job_skills,cleaned_skills
Data Engineer IV - Max Digital (Data Operations),"SQL, SSIS, C#, Cloud Services, MongoDB, AWS RDS, S3, SQS, SNS, Airflow, DBT, Data Engineering, Database Operations, ETL, Data Science, OLTP, Software Development, DevOps, Testing, Mentoring, Bachelor's Degree, Computer Science, Information Technology, Management Information Systems, 5 Years' Experience","aws, c#, etl, mongodb, sql, ssis"
jr Data Engineer,"Java, Python, Spark, Snowflake, Data Pipelines, SQL, Data Processing, Data Analysis, Data Warehousing, Data Transformation, Data Optimization, Data Analytics, Reporting, Business Insights, SelfService Analytics, Critical Thinking, ProblemSolving, Communication, Teamwork, Accountability, Experimentation","java, python, spark, sql"
Data Engineer,"Spark, Azure Cloud, Azure DEVOPS, CI/CD, Infrastructure as a Code, ADF, ADW, Power BI, Apache Nifi, Power Query, MDX, DAX, SSRS, TSQL, MS SQL Server BI Stack, Multidimensional Database Design, Relational Database Design, Data Visualization, Interactive Dashboards, Key Performance Indicators, DAX Queries, DAX Functions, Visual Reports, KPI Scorecards, Business Intelligence, Data Transformation, Data Sources, Data Importing","apache, azure, ci/cd, dax, power bi, spark, sql server, ssrs"
Senior Data Engineer,"Data Engineering, ETL Pipelines, Data Modeling, Cloud Migration, SQL, Python, PowerShell, JavaScript, SSIS, SSAS, SSRS, PowerBI, Azure DevOps, Azure Data Factory, Azure Synapse, Dev Framework, Data Lakes, Data Warehouses, Healthcare data, Data governance, Data quality, Data Integration, Data Modeling, Data Orchestration, Data Analytics, Data Visualization, Data Mining, Machine Learning, Artificial Intelligence, Data Security, Data Privacy, Data Compliance, Data Ethics, Big Data, Cloud Computing, Agile Development, DevOps, Scrum, Kanban, Jira, Confluence, Hadoop, Spark, Hive, Pig, Flink, Presto, Kafka, Cassandra, MongoDB, ElasticSearch, Kibana, Grafana, Prometheus, Alertmanager","agile, artificial intelligence, azure, cassandra, confluence, data modeling, elasticsearch, etl, grafana, hadoop, hive, javascript, jira, kafka, kanban, machine learning, mongodb, powershell, prometheus, python, scrum, spark, sql, ssas, ssis, ssrs"
Senior Data Solution and Delivery Engineer 1599,"MDM, AWS, Azure, SQL, Informatica PowerCenter, IICS, SSIS, ETL, Java, Python, Perl, Oracle 10g/11g, SQL Server, Master Data Management, Metadatadriven enterprise reporting platforms, Data Integration, Data Migration, Data Warehousing, Data Quality, Data Governance, Data Architecture, Data Analytics, Business Intelligence, Machine Learning, Artificial Intelligence, Cloud Computing","artificial intelligence, aws, azure, etl, java, machine learning, oracle, python, sql, sql server, ssis"
Sr. Data Engineer,"Data Warehousing, Data Engineering, Data Analysis, Data Management, Data Quality, Data Integration, Data Profiling, Data Pipelines, Data Modeling, Cloud Computing, SQL, Python, Snowflake, DBT, Azure, AWS, Agile, Jira, Confluence, Git, Azure DevOps, Business Analysis, Highlevel Technical Design, Continuous Integration, Testdriven Development, Production Deployment Frameworks, Automated Workflows, Routines, Workflow Scheduling Tools, Data Marts","agile, aws, azure, confluence, data modeling, git, jira, python, sql"
Data Engineer II,"Cloud design principles, Data pipelines, Cloud data platforms, AI toolsets, Technical solutions, Technical documentation, Architecture diagrams, Internal process improvements, Datarelated technical issues, Azure Data Lake store, Blob Storage, VMs, Data Factory, SQL Data Warehouse, Azure Databricks, Batch and realtime data pipelines, Data processing frameworks, Computer Science, Mathematics/Statistics, Data Engineering, Scripting languages, Data transformation and aggregation tools, Data analysis, Data profiling, Cloud platforms/technologies, Azure ADF, Databricks, ADLS, PowerShell, Python, R, Java, Scala, Big Data tools, Hive, Spark SQL, Delta Lake, ETL technologies, SQL, Stored procedures, Dev/Ops, Power Apps, Insurance Industry Experience, Azure Databricks platform, Deltalake, Unity Catalog","ai, azure, data warehouse, etl, hive, java, power apps, powershell, python, spark, sql"
Database Engineer - Bellevue,"MySQL, Database systems, Performance, Reliability, Troubleshooting, Bug fixes, Data solutions, SQL, Database functions, Stored procedures, Triggers, Technical assistance, Data integrity, Data quality, Database development, Database errors, Physical database models, Logical database models, Capacity, Security, Data backup, Data archival, Communication, Teamwork, Problemsolving, Industry best practices, Agile development, Microsoft Power Point, Microsoft Excel, Organizational skills, B.S. in information systems, B.S. in computer science, Advanced degree, MBA","agile, excel, mysql, sql"
"Data Analyst (Bangkok Based, relocation provided)","Data Analysis, SQL, Data Analytics, Data Mining, Data Science, Python, Tableau, Analytical Skills, Data Visualization, Databases, Business Analysis, Business Intelligence (BI), Microsoft SQL Server, Machine Learning, Statistics, Microsoft Power BI, Java, Finance, Data representation, Data mining, Programming languages, Software, Concepts, Exposure to data analysis package, Proficiency in Excel","excel, java, machine learning, power bi, python, sql, sql server, tableau"
Senior Data Engineer (Remote),"Data engineering, Data science, Data curation, Data modeling, Azure data factory, SQL, TSQL, Data lineage, Data anonymization, ISO 9001, ISO 27001, CDISC, FHIR, OMOP, MS Office applications","azure, data modeling, iso 27001, sql"
"Software Architect - Senior 13035 (OBIEE, HTML, SQL, BI)","Software Architecture, OBIEE 12c/OAS catalog development, MUDE repository development, Oracle 10/11G/12C databases, Oracle Data Warehouse Data Marts, SQL Query coding, OBIEE WebLogic Server, SSO authentication, BI Publisher integrated development, AngularJS, HTML, JavaScript, CSS, System & Data Analysis, Application Design, PL/SQL, SQL Query Performance tuning, Dimensional and Data Modeling, Data Warehouse Design","css, data modeling, data warehouse, html, javascript, oracle, pl/sql, sql, sso"
"Asst/Assoc Professor, Asst/Assoc Scientist AI/ML","Electrical Engineering, Computer Science, Computer Engineering, Artificial intelligence, Big Data analytics, Deep learning, Neural networks, Machine learning algorithms, Data science, Securing Our Worlds: Physical Digital Social, NSF, DARPA, NASA, Teaching, Research, Service, Refereed journals, Conference proceedings, Grant support, Undergraduate courses, Graduate courses, Academic advising, Thesis committees, Professional service activities, National conferences, Research agenda, Research centers, Research laboratories, Curriculum vitae, Statement of research interests, Statement of teaching interests, Diversity statement, Teaching experience, External funding, Letters of recommendation","artificial intelligence, deep learning, machine learning"
Data Engineer IV,"Python, Redshift, Lake Formation, Postgres, MySQL, DocumentDB, Terraform, Kafka Streams, Flink, EMR, AWS Solution Architect, Data Specialty certification, Computer Science, Engineering, Concourse, Java, Data Warehouse","aws, data warehouse, java, kafka, mysql, python, terraform"
Senior Big Data Engineer,"Big Data, SQL, NoSQL, Postgres, Teradata, Netezza, CosmosDB, Python, Java, JSON, Avro, Parquet, Hadoop, Spark, Kafka, Message Queuing, Data Stores, Airflow, SAFe Agile, Tamr, Trifacta, Azure, GCP, Stream Processing","agile, azure, gcp, hadoop, java, kafka, python, spark, sql"
Associate Senior Data Analyst and Reporting Specialist,"Data processing, Statistical analysis, Advanced programming, PowerPoint, Power BI, Rosetta Studio, Decipher, XML, HTML, Python, WinCross, Salesforce, Microsoft Office, Quality management, Attention to detail, Critical thinking, Communication","html, power bi, python, salesforce"
Decision Support Data Analyst,"Data Analytics, Data Warehousing, Data Visualization, Business Intelligence, Data Analysis, Data Manipulation, Statistical Tools, Key Performance Indicators (KPIs), Data Integration, BigQuery, Google Data Studio, Google Analytics, Python, R, ETL Processes, Data Modeling, Data Cleaning, Data Mining, Machine Learning, Data Governance, Data Security, Data Privacy, Data Ethics, DataDriven Decision Making, Communication Skills, Teamwork, Creativity, ProblemSolving Skills, Attention to Detail, Analytical Skills, Technical Expertise, Database Systems, API Integration, Cloud Computing, Data Architecture, Data Engineering, Data Quality, Data Storage, Data Management, Data Exploration, Data Interpretation, Data Presentation, Reporting","data modeling, etl, google analytics, machine learning, python"
IT Database Developer III,"Computer Science, Architecture, Design, Analysis, Development, Testing, Deployment, Maintenance, Database Programming, Database Design, SQL, PL/SQL, Stored Procedures, Functions, Triggers, Views, Oracle 12c, Dimensional Data Modeling, SQL Tuning, Database Performance Tuning, AWR Report, Partitioning, Tables, Indexes, Views, Synonyms, Change Data Capture, Information Security, Access Control Protocols, ETL, Java, Python, Unix/Linux, Scripting, Bash, Git, Jenkins, Problem Resolution, Critical Thinking, Analytical Skills, Written Communication, Verbal Communication","bash, data modeling, etl, git, java, jenkins, linux, oracle, pl/sql, python, sql"
Senior Machine Learning Engineer,"Python, Scala, Java, scikitlearn, PyTorch, Dask, Spark, TensorFlow, AWS, Azure, Google Cloud Platform, Distributed file systems, Multinode database paradigms, Open source ML software, Data gathering, Data preparation","aws, azure, google cloud, java, python, pytorch, spark, tensorflow"
"Senior Manager, Clinical Data Management (Data Management Lead)","Clinical Data Management, Project Management, eCRF Systems, Data Quality Management, SDLC, Electronic Data Capture, Data Integration, Data Analytics, Data Standards, Data Review, Clinical Trial Execution, International drug development, Regulatory Affairs, Patient Data, System Development Life Cycle, Data Collection",sdlc
Data Software Engineer,"Software Engineering, Apache Spark, Apache Storm, Amazon Web Services, Apache Kafka, Distributed Systems, Data Analytics Platform, Java, Scala, SQL, Relational Stores, Columnar/NoSQL Stores, Distributed Processing Engines, Distributed Queues, Large Data Sets, AWS, Git, Data Warehousing, Troubleshooting, Financial/Insurance","apache, aws, git, java, kafka, spark, sql"
Senior Data Engineer,"Cloud Data, Big Data, Data Engineering, Data Governance, Data Modelling, Data Pipelines, Data Ingestion, Data Transformation, Data Profiling, Data Assurance, Data Warehousing, ETL Programming, Streaming, Performance Tuning, Traditional Infrastructure, Data Migration, SQL, Oracle, SAP, Office One Drive, SharePoint, Data Warehouses, Data Marts, Cloud Environments, Python, PySpark, Azure Data Lake Storage Blob, Gen1, Gen2, DBFS, Autoloader, Delta Live Tables, Delta Format Files, Azure Databricks, Azure Data Factory, Azure Synapse Analytics, Event Grid, Azure Cosmos, Azure SQL, Azure HDInsight, Azure DevOps, CI/CD, Hadoop, HDFS, Spark, Hive, Phoenix, HBase, Scala, Kafka, Oozie, Yarn, Linux/Unix Shell Scripting, Agile Software Development Methodologies, TDD, Scrum, Sprints, Peer Programming, Agile Project Management, Code Collaboration Tools, GitHub, Jenkins, Nexus, Azure Repos, Team Collaboration Tools, Confluence, Jira, Micro Services, Container, Serverless Technologies, Docker, Kubernetes, Infrastructure as Code, Terraform","agile, azure, ci/cd, confluence, docker, etl, github, hadoop, hive, jenkins, jira, kafka, kubernetes, linux, oracle, python, sap, scrum, sharepoint, spark, sql, tdd, terraform"
Sr. Data Engineer,"Data Warehouse Architecture, Data Modeling, ETL Processing, Analytical Solutions, Confluent Kafka, Kinesis, Glue, Lambda, Snowflake, SQL Server, Python/PySpark, Data Profiling, Process Flow, Metric Logging, Error Handling, AWS Expertise, Kinesis, Glue (Spark), EMR, S3, Lambda, Athena, Streaming Services, Confluent Kafka, Spring Framework, Java, SQL, NoSQL, Stored Procedures, Dimensional Data Modeling, PySpark, Java","aws, data modeling, data warehouse, etl, java, kafka, python, spark, sql, sql server"
Senior Data Engineer,"Data Engineering, Data Architecture, Data Management, Cloud Computing (AWS GCP), Data Lakes, Information Governance Suites, Python, ETL Tools, Data Modelling, Metadata Driven Solutions, Databricks, CI/CD Tooling, API Development, Leadership, Mentoring, Agile Development, Jira, Confluence, Data Strategy, Data Quality, Data Science, Data Pipelines, Data Integration, Data Analysis, Data Warehousing, Data Visualization","agile, aws, ci/cd, confluence, etl, gcp, jira, python"
Senior Lead Data Engineer,"Distributed data and computing tools, MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, MySQL, UNIX, Linux, Basic commands, Shell scripting, Agile engineering practices, Java, Scala, Python, SQL, NoSQL implementation, Mongo, Cassandra, Data warehousing, Redshift, Snowflake, Open Source RDBMS, Cloud based data warehousing services, AWS, Microsoft Azure, Google Cloud, Machine learning, Distributed microservices, Agile teams, Digital product managers, Unit tests, Cloud computing","agile, aws, azure, cassandra, google cloud, hadoop, hive, java, kafka, linux, machine learning, microservices, mysql, python, spark, sql"
Data Engineer III,"Machine Learning, Data Curation, Algorithm Development, Active Learning, Data Annotation, Metadata Management, Annotation Tools, Machine Learning Tools",machine learning
Data Analyst,"SQL queries, Data analysis, Business analysis, Palantir Foundry, Communication, Microsoft Excel, Business requirements and specifications, Data visualization tools, Power BI, Tableau, Consulting","excel, power bi, sql, tableau"
Metadata Specialist,"Metadata Management, Metadata Standards, Data Quality Assessment, Digital Asset Management, Data Analytics, Data Extraction, Data Enrichment, Data Integration, Data Migration, Data Organization, Data Governance, Data Warehousing, Data Mining, Data Visualization, Machine Learning, Artificial Intelligence, Data Analysis, Data Processing, Data Modeling, Business Intelligence, Data Security, Data Privacy, SQL, Python, R, SAS, Hadoop, Hive, Pig, Spark, Kafka, Flink, Avro, Parquet, JSON, XML, NoSQL, MongoDB, Cassandra, HBase, Elasticsearch, Kibana, Splunk, Grafana, Tableau, Power BI, Looker, Qlik","artificial intelligence, cassandra, data modeling, elasticsearch, grafana, hadoop, hive, kafka, looker, machine learning, mongodb, power bi, python, qlik, spark, splunk, sql, tableau"
Senior Data Analyst,"Data Analysis, Capacity and Resource Management, Business Intelligence Tools and Techniques, Visualisation, Automation, SelfService, Data Quality and Integrity, PowerBI, SQL, IT Sector, Higher Education Sector, Collaboration",sql
"Software Architect-12965,COBOL/CICS/JCL/EZTrieve,DB2/SQL,XML,SoapUI/WSDL,SOA","Software Architecture, Coding Standards, Tools, Platforms, Multileveled Architecture, Component Interactions, LargeScale Software Systems, COBOL, CICS, JCL, EZTrieve, z/OS, DB2, SQL, XML, SoapUI, WSDL, SOA, HP's QC/ALM, .NET, C#, VB, CAIntertest, UML, Visio, MS Office, Minimum First/Last Name, Contact Information, Phone, Email, Work Authorization Document, Professional References, Telecommuting","c#, db2, sql"
Metadata Specialist,"Data analysis, Data manipulation tools, Metadata strategies, Metadata standards, Metadata creation, Metadata editing, Metadata migration, Metadata enhancement, Metadata transformation, Application profiles, Metadata crosswalks, Programming languages, Data formats, RESTFul APIs, Database design, SQL, Exploratory data analysis, Machine learning frameworks, ArchivesSpace, Integrated Library Systems, Git, Linux, Python, R, Ruby","git, linux, machine learning, python, ruby, sql"
Metadata Specialist,"Metadata, Digital Projects, Metadata Strategies, Analysis, Remediation, Normalization, Metadata Standards, Digital Initiatives, Metadata Projects, Programming, Scripting, Automation, Innovation, Infrastructure, Workflows, Digital Repositories, Metadata Function Improvement, Enhancement, Troubleshooting, Library IT, Training, Development, Professional Development, Libraries, Information Technology, Communication, Analytical skills, Data Analysis, Data Manipulation, Data Formats, RESTFul APIs, Problem Solving, Service Orientation, Database Design, SQL, Exploratory Data Analysis, Python, R, Ruby, Machine Learning, PyTorch, ArchivesSpace, Integrated Library Systems, Git, Linux Virtual Machines","git, linux, machine learning, python, pytorch, ruby, sql"
"Global Supply Manager, Datacenter Construction","Global Supply Manager, Construction Management, Construction Procurement, Project Controls, Microsoft Excel, Microsoft Word, Bluebeam, Acrobat, Strategic Sourcing, Opportunity Analysis, Contract Negotiations, Change Management, Engineering, Construction, Hitech, Automotive, Problem Solving, Process Improvement, Project Management, Communication, Collaboration, Teamwork, Data Analysis, Financial Credibility, Insurance Policies, Past Project Experience, Commodity Management, Labor Productivity, General Contractors, Subcontractors, Direct Awards, Materials, Services, Scope of Work, Bid Analysis, Bid Packages, Supplier Relationships, Commercial Cost Reduction, Tesla Global Procurement Policy, Purchase Orders, Work Authorization, Data Center Procurement, Semiconductor Construction Procurement, CSA Contract Negotiations, MEP Contract Negotiations, Supplier Prequalification, Industry Research, Market Research, Sourcing Strategy, RFx Issuance (RFQ RFB RFP), Supplier Spend Consolidation, RFI Administration and Facilitation, Bid Package Review and Analysis, Award Recommendations, Supplier Compliance, Project Controls",excel
Metadata Specialist,"Metadata, ArchivesSpace, SQL, Tableau, Git, Linux, Programming, Data analysis, Machine learning, Data manipulation, Data migration, Data analysis, Data visualization, Data management, Data normalization, Data validation, Data quality assurance, Data governance, Data modeling, Data warehousing, Data mining, Data integration, Data security, Python, XSLT, Excel, OpenRefine, JSON, XML, RESTful APIs, CSV, Data formats, Metadata standards, Metadata crosswalks, Metadata editing, Metadata enhancement, Metadata transformation, Metadata creation, Metadata analysis, Metadata troubleshooting, Metadata management, Metadata implementation, Metadata quality control, Metadata documentation, Metadata training, Metadata consulting, Metadata support, Metadata governance, Metadata lifecycle management, Metadata discovery, Metadata interoperability, Metadata sustainability, Metadata accessibility, Metadata usability, Metadata standardization, Metadata harmonization, Metadata integration, Metadata aggregation, Data curation, Data provenance, Data stewardship, Data governance, Data protection, Data privacy, Data security, Data ethics, Data literacy, Data science, Data engineering, Data warehousing, Data mining, Machine learning, Artificial intelligence","artificial intelligence, data modeling, excel, git, linux, machine learning, python, sql, tableau"
Mechanical or Process Engineer - Heavy Industrial Project Data Entry,"Data Quality Monitoring, Data Validation, Excel Data Management, Advanced Excel Functions, Data Integration, Data Pipelines, Data Cleansing, Data Transformation, Data Enrichment, Data Entry, Data Documentation, Project Data Lists, Excel Templates, Collaboration, Continuous Improvement, Data Integrity, Data Quality Principles, Data Integration Tools, Analytical Skills, ProblemSolving Skills, Communication Skills, Bachelor's in Mechanical Engineering, Bachelor's in Chemical/Process Engineering",excel
Master Data Associate,"Data management, Data governance, Data quality, SKU creation, Bill of Materials creation, Vendor profile management, Data environment administration, User access reviews, Master data approval workflow systems, Data integrity, Data cleanup projects, Business unit data maintenance, Collaboration with various departments, Problem solving, Teaming, Project management, Technology application analysis, System transition, Data cleansing, Data merging, Controls testing, Staff and team leader support, Accounting staff guidance, Bachelor's degree in Accounting Finance or Management Information Systems, 2+ years of experience as an analyst or associate, SOX compliance experience, Experience in accounting banking procurement manufacturing production sales merchandising and inventory management, Experience in computerized environments, ERP system experience, Microsoft Excel skills, Power Apps knowledge, Power BI knowledge, SharePoint knowledge, Communication skills, Analytical skills, Detailoriented, Honesty, EVerify participation","excel, power apps, power bi, sharepoint"
"Cloud Data Governance Sales Specialist (CDGC), ANZ","Cloud Data Governance, Data Governance, Data Protection, Data Privacy, Master Data Management, Data Quality, Data Integration, Data Analytics, Business Intelligence, Cloud Technologies, Salesforce.com, Direct Marketing, Value Propositions, Commercial Offers, Relationship Building, Cold Calling, Lead Generation, Sales Process Coordination, Business Development, Data Governance Industry Trends, Business Issues, Enterprise Data Solutions, Sales Methodologies, Negotiation, CLevel Communication, Data Innovation",salesforce
Business Data Analyst - I (839950),"Data Analysis, Microsoft Office (Excel), SQL Coding, Access, Asset Management, Project Management, Monthly Invoicing, Billing Issue Resolution, Contract Review, Lookup Formulas, Action Item Tracking, Collaboration, Matrixed Organization, Fastpaced Environment, Bachelor's Degree (or 4+ years of experience)","excel, sql"
eDiscovery Data Analyst,"eDiscovery, Data Analysis, Data Collection, Data Preservation, Data Extraction, Litigation, Public Records Requests, eDiscovery Data Management, Technical Support, Troubleshooting, Boolean Search, PowerShell, Scripting, Active Directory, Exchange Admin Console, Security & Compliance Center, Microsoft Security and Compliance Center for Office 365, Exchange 2013 eDiscovery, Electronic Discovery Reference Model (EDRM), Project Management, Communication, Documentation, Time Management, Confidentiality, Teamwork","active directory, powershell"
Education Program Consultant - Data and Reporting,"SAS, R, SQL, SPSS, STATA, Statistical modeling, Data analysis, Data reporting, Written communication, Verbal communication, Interpersonal skills, Statistical software, Data management, Data interpretation, Data visualization, Project management, Public speaking, Statistical analysis, Data mining, Data warehousing, Data governance, Data quality, Data security, Cloud computing, Big data, Machine learning, Artificial intelligence, Business intelligence, Data analytics, Data science, Advanced degree in Education Statistics Social Sciences, Professional training in an educational setting, Professional administrative experience in an educational setting, Professional personnel administration, Professional finance accounting or auditing experience, Professional experience in a major technical program area, Master’s degree, Valid Iowa Teaching Certificate, School Business Official Authorization from the Iowa Board of Educational Examiners","artificial intelligence, machine learning, sql"
Principal Database Engineer IV/Admin-TS/SCI-poly with Security Clearance,"Database architecture, Data modeling, Database administration, COTS integration, Shell scripting, Perl, Python, Ruby, Database optimization, Performance tuning, Backup and restoration, Table space allocation/management, Oracle RAC products, Oracle Exadata, Sybase, PostgreSQL, Data migration, Data models, Modeldriven development, ERwin, SQL Developer Data Modeler, Oracle Designer, Sybase PowerDesigner, J2EE architecture, Objectoriented modeling, Java, JDBC, Hibernate, JPA, System accreditation, Proxy users, Virtual private database technology, Label security, Vendor products, High volume data handling, Data ingestion, High data rate extraction, Integrity checking, Indexing","data modeling, java, oracle, postgresql, python, ruby, sql"
Senior Data Engineer (Van),"Data Engineering, Data Pipeline Development, Database Management, Data Warehouse Development, AWS Infrastructure, Data Modeling, Performance Optimization, Collaboration, Python, Java, Scala, SQL, AWS Services, Data Warehousing, ProblemSolving, Communication, Computer Science, Information Technology, Experience in Data Engineering, Programming, Software Development, DevOps, Agile, Scrum, Git, GitHub, Jenkins, NxCloud, Terraform, Pulumi, IaC, Jest, Cypress, nock, JUnit, Spock, Mockito","agile, aws, cypress, data modeling, data warehouse, git, github, java, jenkins, python, scrum, sql, terraform"
"Staff Machine Learning Engineer, Series A","Productiongrade Machine Learning models, Programming (Python), Scientific and deeplearning stack (numpy pandas numba torch tensorflow jupyter), Deeplearning models, ML model efficiency optimization, Cloud services (GCP AWS Azure), Experiment tracking and reproducibility tools (MLFlow WandB DataBricks etc), Sprint management, Agile methodologies, Peerreviewed AI journals, FDA approvals for a softwareasamedical device (SaMD)","agile, ai, aws, azure, gcp, machine learning, python, tensorflow"
Data / Metrics Consultant,"Power BI, Excel, Continuous Diagnostics and Mitigation (CDM), ICS, IR, Skilling Academy, Strategic metrics reporting, Data collection, Data storage, Data presentation, Statistical programming language, ""R"", Oral presentation skills, Powerpoint, Microsoft Office Suite, Visualization, Data aggregation, Strategic datapoints, Metrics processes, Monthly metrics, Quarterly CDET program 'placemat', President's Cup Cybersecurity Competition, FCDSA, Federal Cyber Defense Skilling Academy (FCDSA), Focus groups, Qualitative student feedback, Data visualizations, Data organization, Presentations, Charts, Graphs, Bachelor's Degree, US citizenship, DHS Suitability, Healthcare, Dental insurance, Vision insurance, Health Savings account (HSA), Flexible Savings Account (FSA), Life insurance, Accidental death and dismemberment insurance, Disability leave programs, Parental leave program, Paid holidays, Paid vacation time, Employee Assistance Plan (EAP), 401K plan, Worklife services, Equal employment opportunity","excel, power bi"
BI Data Analyst,"Data Analytics, Tableau, SQL, Python, Statistics, Mathematics, Computer Science, Data Exploration, Data Presentation, Programming, Microsoft SQL, SAP, CRM, ERP, Medical Device Development, Medical Device Manufacturing, Data Visualization, Business Requirements, Data Analysis, User Documentation, Business System Integrations, Data Monitoring, Data Refinement, Functional Testing, Regression Testing, Usability Testing, Mathematics, Problem Solving, Team Work, Communication, Bachelor's Degree","python, sap, sql, tableau"
"Data Analyst (Bangkok Based, relocation provided)","data representation, data analysis, SQL, data analytics, analytics, python (programming language), data mining, data science, r (programming language), tableau, analytical skills, data visualization, databases, business analysis, business intelligence (bi), microsoft SQL server, machine learning, statistics, microsoft power bi, java, pandas (software), artificial intelligence (ai), information technology","ai, artificial intelligence, java, machine learning, power bi, python, sql, sql server, tableau"
Senior Data Engineer (Client Solutions),"Big Data, Cloud computing, Spark ETL, Scala, Databricks, SQL development, Performance management, Capacity management, Technical lead, Application architecture, Integration architecture, Security architecture, Business requirements, Reliability, Scalability, Performance, Availability, Software development, Agile development, Code reviews, Unit testing, Junior talent development, Hadoop, Hive, HDFS, Kafka, Spark Streaming, Git, IDEs, Maven, SBT, Airflow, Autosys, Oozie, Cron, Docker, Kubernetes, Cloud environment, Microsoft certifications, Azure Administrator Associate, Azure Solutions Architect Expert, Azure Database Administrator Associate, Azure AI Engineer Associate, Azure Data Scientist Associate, Azure Data Engineer Associate, Data Analyst Associate, Customer Data Platform Specialty, Azure Cosmos DB Developer Specialty, Problemsolving, Communication skills, Collaboration, University degree, STEM discipline, Computer Sciences, Electrical Engineering, Computer Engineering, Software Engineering, Mathematics","agile, ai, azure, docker, etl, git, hadoop, hive, kafka, kubernetes, spark, sql"
"Data Analyst, Product","Data Analysis, Data Modeling, SQL, dbt, Looker, Tableau, Metabase, Redshift, Snowflake, BigQuery, Git, Python, R, Experimentation, Product Analytics, Behavioral Analysis, Feature Optimization, Statistics, Analytical Intuition, Business Acumen, Communication, Collaboration, Problem Solving, Innovation, DataDriven Decision Making, Hybrid Work Environment, Remote Work","data modeling, git, looker, metabase, python, sql, tableau"
Epic Clarity Data Analyst,"Epic Clarity, Healthcare data analysis, Data visualization, Data reporting, Clinical outcomes improvement, Datadriven solutions, Advanced technology integration, Clinical informatics, User experience design, Data dictionaries, Project management, Stakeholder observation, Data manipulation, Agile development, Communication skills, Organizational skills, Analytical skills, Technical abilities, Epic Clarity Data Model certification, Epic Clinical Data Model certification, Certified Health Data Analyst (CHDA) certification, SQL, Python, R, Clinical experience","agile, python, sql"
Data Analyst,"Power BI, Data wrangling, Data Integration, Data Analysis, Excel, SQL, Data modelling, DAX, Data Validation, Dax measures, Azure Dev Ops, SQL Server, PowerBI.com","azure, dax, excel, power bi, sql, sql server"
Business/Data Analyst - 1,"Data analysis, Business intelligence, Analytics, Programming languages, SQL, Python, R, Excel, Data visualization, Data mining, Statistical analysis, Machine learning, Forecasting, Problemsolving, Communication, Attention to detail, Creative thinking, Bachelor's or Master's degree","excel, machine learning, python, sql"
Talent Acquisition Data Analyst,"Data Analysis, Reporting, Data Visualization, SQL, Workday, Visier, Looker, Excel, Sheets, Google Suite, Talent Acquisition, Human Resources, Business Intelligence, Data Management, Data Quality, User Training, Communication, Problem Solving, Critical Thinking, Bachelor's Degree, Finance, Business, Psychology, Information Science, Remote Work, Pay Zones, Salary Range, Equity, RSUs","excel, looker, sql"
Data Scientist I/II – Computational Biology / Machine Learning,"Protein Structure Analysis, Protein Data Bank (PDB), Machine Learning, Deep Learning, PyTorch, Tensorflow, Keras, Scikitlearn, Data Visualization, Git, Docker, Cloud Computing, AWS, Graph Neural Networks, Geometric Deep Learning, Generative Models, Multiomics Data, TCGA, DepMap, GTEx, Human Cell Atlas, Cancer Biology, Immunology, Workflow Language, Nextflow, Relational Databases, Web Development, Javascript, Python, R","aws, deep learning, docker, git, javascript, machine learning, python, pytorch, tensorflow"
"Data Analyst (Bangkok Based, relocation provided)","Data analysis, Data mining, Data science, Data representation, Data visualization, Analytics, Business analysis, Business intelligence (BI), Machine learning, Statistics, Data analytics, SQL, Python (programming language), R (programming language), Tableau, Analytical skills, Databases, Microsoft SQL Server, Artificial intelligence (AI), Information technology, Finance, Shopee, Traveloka, Google, Facebook, Ctrip, Trip.com, MakeMyTrip, Grab, Amazon, Pandas (software), Capital One, Accenture, Upwork, Deloitte, McKinsey, Bain, Microsoft, Uber, Lyft, Gojek, Lazada, Alibaba, Shopify, Expedia, Skyscanner","ai, artificial intelligence, machine learning, python, sql, sql server, tableau"
Lead Data Analyst,"Data Analysis, Data Modeling, Statistics, Data Visualization, Power BI, R Programming, Python Programming, Storytelling, Insight Development, Interpersonal Skills, Stakeholder Engagement, Strategic DecisionMaking, Analytical Expertise, Statistical Expertise","data modeling, power bi, python"
