job_title,job_skills,market_source,cleaned_skills,job_category
Senior Data Engineer (Remote),"Data curation, Data engineering, Data science methodologies, Peer review, Data engineering processes, CROs, Health Systems, Drug development, Data requirements, Data analysis, Microsoft Azure, SQL databases, Data modeling, Data architecture, Common data model, Data warehouse, Dashboard reporting, Star schemas, Data lineage, TSQL stored procedures, Master window functions, Common table expressions, Derived tables, Dynamic TSQL, Query optimization, Software development, Refactoring, Design patterns, Abstraction, Encapsulation, Data engineering concepts, Clinical trial, Pharmaceutical development, Data privacy, Anonymization, ISO 9001, ISO 27001, 21 CFR Part 11, FDA, GCP, CDISC, FHIR, OMOP, MS Office",Global,"azure, data modeling, data warehouse, gcp, iso 27001, sql",Data Engineer
Senior Data Engineer,"Big Data, AI/Machine Learning, Healthcare data, Data structures, Pipelines, ETL workflows, Data analysis, Data profiling, Data validation, Analytic data models, Data management, Python, Java, Hadoop architecture, HDFS commands, Cloud Technologies, GCP, AWS, Azure, SQL, Data exploration, Collaboration, Communication, Computer Science, Engineering, Machine Learning",Global,"ai, aws, azure, etl, gcp, hadoop, java, machine learning, python, sql",Data Engineer
Python Data Engineer,"Data Engineering, Data Analytics, Programming (Python), AWS, Data modeling, Consulting skills, Data warehousing, Business Intelligence, Kimball, Inman, Data Vault, Terraform, Star Schema, PySpark, Data Lake, ETL, Agile, Data Pipelines, Data Processing, Data Cleansing, Data Analysis, Communication, Presentation skills, Tableau, Big Data, Meeting facilitation, Project Management, Data Science, Visual analytics, Tableau, Jira",Global,"agile, aws, data modeling, etl, jira, python, tableau, terraform",Data Engineer
Sr. Data Engineer (Hybrid),"Data Pipeline Frameworks, Data APIs, Delivery Services, Data Warehouse, Angular JS, Scala, Spark, Postgres, SQL, Python, Java, UNIX/Linux, Agile Engineering Practices, NoSQL Implementation, Big Data Technologies, Public Cloud (AWS Azure Google Cloud), Distributed Data/Computing Tools, Cloud Computing, Streaming Applications, Realtime Data, UNIX/Linux, Agile Engineering Practices, Bachelor's Degree, Master's Degree, 4+ Years of Experience in Application Development, 4+ Years of Experience in Big Data Technologies, 4+ Years of Experience with Public Cloud, 4+ Years of Experience with Distributed Data/Computing Tools, 4+ Years of Experience Working on Realtime Data and Streaming Applications, 4+ Years of Experience with NoSQL Implementation, 4+ Years of Data Warehousing Experience, 4+ Years of Experience with UNIX/Linux, 4+ Years of Experience with Agile Engineering Practices",Global,"agile, angular, aws, azure, data warehouse, google cloud, java, linux, python, spark, sql",Data Engineer
Gas Supply Senior Planner and Data Analyst (hybrid),"Gas Supply Planning, Data Analytics, Data Modeling, Dashboard Creation, Reporting, Mathematical and Analytical Methodologies, Data Analysis, Data Quality Assessment, Data Communication, Spreadsheet Analysis, Data Request Support, Report Development, Portfolio Optimization Analysis, Deal Analysis and Assessment, Regulatory Submissions Support, Data Analysis Testimony, Discovery Response, Market Dynamics Analysis, Regulatory Developments Analysis, Data Analytics, Econometrics, Quantitative Finance, Mathematics, Analytical Tools, Excel, PowerBI, Python, Problem Solving, Analytical Skills, Interpersonal and Communication Skills, Teamwork, Trading Team Interaction, Data Analytics, Econometrics, Quantitative Finance, Mathematics, Gas Utility Experience, Gas Procurement Experience, New England Natural Gas Markets, SENDOUT® Portfolio Optimization, Presentation Skills, Report Writing",Global,"data modeling, excel, python",Data Analyst
Lead Data Engineer,"Data Platform Creation, Cloud Technologies, Data Technologies, Machine Learning Technologies, Remote Work, EmployeeOwned Company, Continuous Learning, Training and Development, Strategic Vision, Data Manipulation, CloudBased Analytics, Cloud Data Environment, Data Programming Languages, Mentoring and Training, Strategic Data Initiatives, UserFriendly Analytics, IT Strategy Sessions, Best Practices Implementation, Continuous Learning Ethos, CloudBased Data Warehouse Projects, Team Leadership, Data Manipulation Languages and Tools, Complex Data Communication, Learning and Mastery Nurturing, Salary and Benefits, WellBeing Support, Funded Learning Opportunities, Flexible Work Arrangements, WorkLife Balance, Remote First Position, Office Availability (3 days/month), Senior Leadership Team Meetings, SME for Data, CV Submission",Global,"data warehouse, machine learning",Data Engineer
Senior Data Scientist,"Python, Pandas, NumPy, Scikitlearn, Statistics, Machine learning, Data science, Data preprocessing, Data postprocessing, Metadata, Model performance, Evaluation KPIs, Test set selection, Logging, Large language models (LLMs), GenAI applications, Intent recognition, Model guardrails, Semantic search, OpenAI GPT, LLaMA, PaLM, LangChain, AWS S3, SageMaker, Agile software processes, GenAI, Datadriven development, Reliability, Experimentation, Agile product team, Problemsolving skills, Flexibility, Communication skills, Listening skills, Influencing skills, Work ethic, Consensus building, Documentation, Compensation, Benefits package, Medical, Dental, Vision, Insurance products, 401K, Paid time off, Sabbatical, Bonus plan, Equity options, Remote work, Boulder office",Global,"agile, aws, langchain, llama, machine learning, openai, python",Data Scientist
Machine Learning Engineer,"Machine Learning, Deep Learning, Model Training, Model Optimization, Distributed Training, GPU Programming, TPU Programming, Python, Statically Typed Language, TensorFlow, PyTorch, JAX, CUDA, Triton, Largescale Projects, Collaboration, Finance, Trading Theory, Trading Practice",Global,"deep learning, machine learning, python, pytorch, tensorflow",AI / Machine Learning Engineer
Data Engineer,"Data Warehousing, ETL, Spark, Databricks, Snowflake, SQL, Python, Microsoft Azure, Data Engineering, Data Architectures, Data Pipelines",Global,"azure, etl, python, spark, sql",Data Engineer
Enterprise Data Architect,"Oracle, MsSql, DB2, Sybase, Data visualization, Data migration, Data modeling, Strategic thinking, Applied mathematics, Statistics, Relational databases, Relational DBMS, Cloud computing, Data lakes, Systems integration, System performance, System functionality, Data integration, User training, Enduser understanding, Data solutions, Emerging technologies, Database design, Openmindedness, System building, Usage customization, Continuing maintenance, Updates, Upgrades, Problem fixing, Performance tuning, Database improvements",Global,"data modeling, db2, oracle",Data Engineer
Senior Technical Architect - Digital Technology Solutions - Big Data & Analytics,"Software Engineering, Scrum, Product Design, Java, C++, C#, JavaScript, SQL, UML, COM, DCOM, Win32 API, ActiveX, MFC, WPF, .NET Framework, MS Access, JIRA, Mantis, Visio, Visual Studio, Eclipse, VSS, Git, SVN, Windows, Linux, TCP, UDP, TestStand, NUnit, Bachelor's degree in Engineering Computer Science Information Technology or related field, 2 years of experience in a related position, 3 years of undergraduate study and 3 years of experience, Travel 30% of the time",Global,"c#, c++, git, java, javascript, jira, linux, scrum, sql, svn",Data Engineer
Senior/Staff Data Engineer,"Hadoop, Spark, Flink, Elastic Search, Druid, ClickHouse, Data solutions, Big data processing, Distribute storage engines, Engineering leadership, Crossfunctional environment, Diverse team management, Product collaboration, Data science collaboration, Team vision, Team mission, Team strategy, Ads technology, Ads product, English, Mandarin",Global,"hadoop, spark",Data Engineer
Data Architect,"Data Architecture, ETL pipelines, Python, SQL, Machine Learning, AI, Data mining, Data dictionaries, Process flow diagrams, ER diagrams, PowerBI, Tableau, Looker, Apache Kafka, Pandas, R, Manufacturing, 6 sigma, Consulting, Troubleshooting, Debugging",Global,"ai, apache, etl, kafka, looker, machine learning, python, sql, tableau",Data Engineer
Senior Data Architect,"Data Architecture, Data Modelling, Data Governance, Cloud Computing (Azure/AWS), MongoDB, Apache Kafka, Databricks, Snowflake, SQL Server, Stakeholder Engagement, Agile Methodologies, ISO 20022, GDPR, BCBS239, IFRS9, Enterprise Architecture, Technical Architecture",Global,"agile, apache, aws, azure, kafka, mongodb, sql server",Data Engineer
Senior Data Engineer (Python / AWS),"Python, AWS, AWS Aurora, Dynamo DB, Athena, Data Architecture, Data Modeling, Master Data Management, Data Staging, ETL Processes, Business Intelligence, Distributed Computing Principles, StreamProcessing Systems, Big Data Technologies, ProblemSolving Skills, Product Development, Written Communication Skills, Verbal Communication Skills, FastPaced Environment, Multiple Tasks Simultaneously, Team Player, Independent Work, Bachelor's Degree in Computer Science or Engineering, 5+ Years of Experience as a Data Engineer, Fintech or Startup Experience",Global,"aws, data modeling, etl, python",Data Engineer
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)","data representation, data analysis, SQL, data analytics, analytics, python (programming language), data mining, data science, r (programming language), tableau, analytical skills, data visualization, databases, business analysis, business intelligence (bi), microsoft sql server, product analyst, product",Global,"python, sql, sql server, tableau",Data Analyst
Data Architect,"Data Architecture, Data Modeling, Data Warehousing, Data Mining, Data Pipelines, Data Workflows, Cloudbased Data Platforms, AWS, Azure, Google Cloud Platform, Medicaid Programs, Healthcare Data, Healthcare IT Projects, R Project for Statistical Computing, Microsoft Power BI, Microsoft Azure Solutions Architect, Amazon Web Services Certified Solutions Architect, Google Certified Professional Cloud Architect, Project Management, Stakeholder Communication, Technical Writing",Global,"aws, azure, data modeling, google cloud, power bi",Data Engineer
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)","Data analysis, Data visualization, SQL, Data analytics, Analytics, Python (programming language), Data mining, Data science, R (programming language), Tableau, Analytical skills, Data representation, Databases, Business analysis, Business intelligence (BI), Microsoft SQL Server, Product analyst, Product, Automation, Excel, Technical writing, Data visualization, Business insights, Datadriven decision making",Global,"excel, python, sql, sql server, tableau",Data Analyst
Data Engineer (Free Library of Philadelphia),"Data Engineer, Data Architecture, Data Infrastructure, Data Warehousing, ETL, SQL, Python, R, Linux, Hadoop, Spark, AWS, Azure, Google Cloud, PII, Docker, Kubernetes, Kafka, Apache Flink, Data Governance, Data Catalog, Computer Science, Information Technology, Information Science",Global,"apache, aws, azure, docker, etl, google cloud, hadoop, kafka, kubernetes, linux, python, spark, sql",Data Engineer
Machine Learning Engineer,"Machine Learning, Data Science, AI, Scalable Machine Learning systems, Production data pipelines, Containerization, Data collection, Data analysis, Data validation, Data cleansing, Software development, Machine learning workflows, Code integration, Code deployment, ML code design, ML code testing, ML code debugging, ML code documentation, Data extraction, Data analysis, Data visualization, Statistical software, Relational databases, NoSQL databases, Cloud infrastructure, Cloud services, SQL, Python, R, Javascript, Big data environments, Experimental plans, Analytic plans, Data modeling, Statistical measures, Data visualization tools, Communication skills, Bachelor's or Master's degree, Data workflows, Data collection methodologies, Software solution architecting, Azure, AI certifications, ML certifications",Global,"ai, azure, data modeling, javascript, machine learning, python, sql",AI / Machine Learning Engineer
Senior Data Engineer,"Agile, AWS, Cassandra, Cloud Computing, Data Warehousing, Distributed Computing, Hadoop, Hive, Java, Kafka, Linux, MapReduce, Mongo, MySQL, NoSQL, Open Source, Performance Optimization, Python, Redshift, Scala, Snowflake, Spark, SQL, UNIX",Global,"agile, aws, cassandra, hadoop, hive, java, kafka, linux, mysql, python, spark, sql",Data Engineer
"Assistant Professor, Biology, Biological Data Science","Bioinformatics, Machine learning, Biostatistics, Computational biology, Statistical genetics, Ecology and ecoinformatics, Health equity, Systems biology, Environmental and climate sciences, Data science, Coding, Diversity and inclusion, Antiracist teaching strategies, Research on equity opportunities and inclusion in higher education, Service to Black and Latinx/e communities, Graduate and undergraduate teaching, Mentoring and advising students, Research program development and management, Committee and service assignments, Ph.D. or equivalent terminal degree in biology or biologyrelated fields, Postdoctoral experience in biology or biologyrelated fields, Record of scientific and mentorship accomplishments in biological data science, Record of working and communicating effectively with colleagues and students, Diversity statement, Statement of teaching philosophy, Research statement, Letters of recommendation",Global,machine learning,Data Scientist
"Senior Data Engineer, Public Company","Data Engineering, Machine Learning, Python, Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, pyspark, SQL, Kafka, Storm, Spark Streaming, Dimensional Data Modeling, Data Warehousing, ETL, Data Compliance, Retention",Global,"data modeling, docker, etl, kafka, kubernetes, machine learning, python, spark, sql",Data Engineer
Sr Data Engineer,"Data Mining, Database Design, Data Warehousing, Data Analytics, Microsoft .NET Programming, Agile Development, ASP.NET, Web Development, Microsoft IIS Web Server, Git, Continuous Integration/Continuous Deployment (CI/CD), Jenkins, Cloud Platforms (GCP or Azure), BigQuery, Looker, Tableau, PowerBI, SQL, Stored Procedures, Functions, Interpersonal Skills, Leadership Skills, Presentation Skills, Collaborative Skills, Business End User Experience, Cross Functional Team Experience, Startup Culture Experience, Telecom Experience",Global,"agile, azure, ci/cd, gcp, git, iis, jenkins, looker, sql, tableau",Data Engineer
"Software Data Engineer, Java","Python, Java, AWS serverless, Apache Spark, Apache Kafka, REST, Agile, CI/CD, Unit testing, Data processing tools, Relational databases, Analytics databases, Cloud platforms, Serverless architectures, Big data technologies, Streaming technologies, Algorithms, Data structures, Design patterns, Excellent written and verbal communication, Problemsolving skills, Analytical skills, Leadership skills, Bachelor's degree in Computer Science or related field (or equivalent work experience)",Global,"agile, apache, aws, ci/cd, java, kafka, python, spark",Data Engineer
Senior Data Engineer,"SQL, Python, Cloud, GCP, Data Engineering, Analytics, Data Science, Applications, Pipelines, Hadoop, HDFS, Big Data, Data Marts, Data Models, Data Quality, Data Accessibility, Data Transformation, Data Processing, Data Sets, Spark, Snowflake, AWS, Azure, APIs, Machine Learning, AI, Apache Airflow, BigQuery, Cloud Composer, Dataproc, Dataflow, AdTech, Computer Science, Information Systems, Data Engineering, Machine Learning",Global,"ai, apache airflow, aws, azure, gcp, hadoop, machine learning, python, spark, sql",Data Engineer
Senior Data Engineer,"DevOps, Data platform, Data engineering, Data modelling, Data lake, Python, Java, PostgreSQL, Redshift, Communication, Datadriven, Experience, SQL",Global,"java, postgresql, python, sql",Data Engineer
Java; Big Data; SRE Engineer,"Java, Big Data, REST, API development",Global,java,Data Engineer
Senior Data Engineer,"AWS Cloud, AWS Redshift, Data Engineering, ETL, Data Pipelines, Data Warehousing, SQL, Python, Java, Hadoop, Spark, Kafka, AWS EC2, AWS EMR, AWS RDS, AWS S3, Data modeling, Data mining, Data governance, Data quality, Data acquisition, Crossfunctional collaboration, Project management, Organizational skills, Initiative, Flexibility, Communication skills, Presentation skills, Bachelor's Degree in Computer Science Statistics Informatics Information Systems or another quantitative field (Advanced degree is a plus), 3+ years of experience in a Data Engineer role",Global,"aws, data modeling, etl, hadoop, java, kafka, python, spark, sql",Data Engineer
"Data Engineering Management Expert (Technology, Oversight & Coordination) - Relocate to Saudi Arabia, Permanent Expat Family Relocation Package","Data Engineering, Database Management, Data Pipelines, SQL, Python, Ruby, Hadoop, Spark, Big Data Technologies, Energy Traceability, Life Cycle Analysis, Bachelor's in Computer Science or Engineering, Master's Degree (preferred), 5+ years in Data Engineering, ProblemSolving Skills, Attention to Detail, Communication Skills, Teamwork Skills, Work Ethic",Global,"hadoop, python, ruby, spark, sql",Data Engineer
"Sr Engineer - Data Science || Gaithersburg, MD","Data Science, Problem Solving, Deployable Applications, Machine Learning (ML), Predictive Modeling, Bachelor's in Computer Science or Data Science, 10+ years in Technical Experience, 5+ years in Data Science, Analysis, Quantitative Methods, Python or R, SQL, Pandas, ScikitLearn, TensorFlow, Keras, Data Visualization Tools, Git, AWS, Google Cloud, SQL, BigQuery",Global,"aws, git, google cloud, machine learning, python, sql, tensorflow",Data Scientist
"Data Engineer (AWS, Python, Apache Spark, Jenkins/Terraform, SQL, Agile)","AWS, Apache Spark, Python, Data Lake, ETL, Data Modeling, SQL, Cloud Computing, Data Quality, Agile, Debugging, Troubleshooting, AWS Glue, Informatica, S3, Lambdas, Jenkins, Terraform",Global,"agile, apache, aws, data modeling, etl, jenkins, python, spark, sql, terraform",Data Engineer
Senior Data Engineer,"Data Engineering, Data Visualization, Knowledge Graph, OpenSource Application Development, Data Modeling, Data Architectures, ETL, Data Best Practices, Data Pipelines, Data Policies, Data Integration, Cloud Computing, Data Platforms, Python, Jira, Apache Jena, SPARQL, Natural Language Processing, Ontology Development Tools, Machine Reasoning Concepts, DHS Standards",Global,"apache, data modeling, etl, jira, python",Data Engineer
Data Engineer - Snowflake expert,"AWS, Azure, GCP, Airflow, JIRA, Confluence, Teams, ELT, ETL, Snowflake, SQL, Python, Cloud computing, Agile, Communication, Teamwork, Initiative, Attention to detail, Data engineering, Healthcare, Business requirements, Data analysis, Data quality, Data modeling, Data optimization, Data governance, Product ownership, Data science, Standard pipelines, Data manipulation, Data integration",Global,"agile, aws, azure, confluence, data modeling, elt, etl, gcp, jira, python, sql",Data Engineer
AWS Data Engineer,"AWS, Java, Python, RDBMS, NoSQL, EC2, S3, RDS, DynamoDB, Cloudnative applications, Databases, ETL operations, DevOps tools, Ansible, Artifactory, Docker, GitHub, Jenkins, Kubernetes, Maven, SonarQube, JBoss, Tomcat, WebLogic, Script development, Communication skills, Collaboration skills",Global,"ansible, aws, docker, etl, github, java, jenkins, kubernetes, python",Data Engineer
Sr. Data Engineer (Hybrid),"Data Engineering, Data Pipelines, Hadoop, Streaming Data, Data APIs, Data Delivery Services, Analytical Models, ProductionReady Solutions, Continuous Integration, Cloud Production Environments, Scala, Spark, Postgres, Angular JS, NoSQL, Product Owners, Agile, Application Development, Python, SQL, Java, Big Data Technologies, Public Cloud Platforms (AWS Azure Google Cloud), Distributed Data Tools (MapReduce Hadoop Hive EMR Kafka Spark MySQL), RealTime Data, Streaming Applications, NoSQL Implementation (MongoDB Cassandra), Data Warehousing (Redshift Snowflake), UNIX/Linux, Agile Engineering Practices, Bachelor's Degree, Master's Degree, Programming Languages (Python SQL Scala Java)",Global,"agile, angular, aws, azure, cassandra, google cloud, hadoop, hive, java, kafka, linux, mongodb, mysql, python, spark, sql",Data Engineer
Principal Data Engineer,"Data Engineering, ETL, Data Modeling, Data Platforms, Data Analysis, Cloud Computing, Performance Analysis, SQL, PLSQL, Data Integration, Data Warehouse, Data Lake, Data Architecture, Data Management, Business Analysis, Communication, Leadership, Interpersonal Skills",Global,"data modeling, data warehouse, etl, sql",Data Engineer
Senior data engineer,"Python, Scala, Java, C#, SQL, Largescale distributed data systems, Data infrastructure, Data products, Data lifecycle stages, Stakeholder management, Technical influence, Continuous learning, Improvement mindset",Global,"c#, java, python, sql",Data Engineer
TS/SCI Cyber Data Engineer,"Cyber Data Engineer, Splunk Processing Language (SPL), ELK Lucene Query Syntax, Search/analytics tool, Programming/scripting fundamentals, Regular expressions (regex), C++, Python, RHEL, Unix Scripting, Windows PowerShell, SIEM, Security controls, Malicious activity",Global,"c++, powershell, python, rhel, siem, splunk",Data Engineer
Data Engineer,"Data Engineering, ETL tools, Python, Relational and nonrelational databases, Data quality, Security, Governance, Cloud platforms, Data structures, Algorithms, Software architecture, Data analysis, Data science, IT operations, DevSecOps, Agile methodologies, Computer Science, Information Systems, Data governance, Data classification, Taxonomy tools",Global,"agile, etl, python",Data Engineer
Senior data engineer,"Data Engineering, Software Engineering, Data Infrastructure, Data Science, Analytics, Geospatial Analysis, Remote Sensing, Knowledge Management, Digital Twin, Crossdisciplinary Collaboration, Data Management, Data Integration, Data Quality Assurance, Software Development, Unit Testing, Monitoring, Alerting, Code Review, Documentation, Secure Software Development, Privacy Compliance, Continuous Integration / Continuous Deployment, Site Reliability Engineering, Infrastructure as Code, Containerization, Developer Velocity, Objectoriented Programming, SQL, NoSQL, Distributed Systems, Data Lifecycle Management, Stakeholder Management, Continuous Learning, Data Structures, Algorithms, Data Visualization, Data Interpretation, Digital Security, Extract Transform Load, Problem Solving, Business Acumen, Commercial Acumen, Communication, Data Analysis, Data Cleansing, Data Transformation, Data Domain Knowledge, Data Strategy, Data Governance, Data Visualization",Global,sql,Data Engineer
"Data Engineer, LLM","Machine Learning, Data Engineering, Data Pipelines, Data Infrastructure, Protein Language Models, Distributed Computing, Cloud Computing, Amazon Web Services (AWS), Spark, Hive, Impala, Kafka, Data Modeling, Schema Design, Docker, Singularity, Airflow, Luigi, Kubernetes, CI/CD, Terraform, CloudFormation, Jenkins, Ansible, Weights & Biases, Bioinformatics, Computational Biology",Global,"ansible, aws, ci/cd, data modeling, docker, hive, impala, jenkins, kafka, kubernetes, machine learning, spark, terraform",Data Engineer
P2- Sr Data Engineer- WECJP00027488,"Data Engineering, GCP, Spark/Scala, BigQuery, Cloud Storage, Dataflow, Pub/Sub, DataProc, Python, Java, SQL, NoSQL, Git, Kubernetes, ETL, Cloud Computing, Data Security, Data Governance, Data Warehousing, Data Pipelines, Containerization, Orchestration",Global,"etl, gcp, git, java, kubernetes, python, spark, sql",Data Engineer
Data Engineer 2,"Data Engineer, Data systems, Azure, SQL Server, Oracle, MongoDB, Data pipelines, Data standards, Architectural standards, Documentation, Data solutions, User needs, Data Engineering community, Continuous improvement, Analytical skills, Problem solving skills, Leadership, Coaching, Mentoring, Task management, Responsibility, Organizational skills, Interpersonal skills, Communication skills, Collaboration, Fastpaced situations, Computer Science degree, SQL, NoSQL, Data transformations, Data structures, Data integration tools, Objectoriented scripting languages, General office environment, Sitting for extended periods, Close visual acuity, ADA accommodation, Early morning or late evening teleconferences, International and domestic travel, US employment authorization",Global,"azure, mongodb, oracle, sql, sql server",Data Engineer
Senior Data Engineer - Databricks & PySpark,"Databricks, PySpark, SQL, Azure, Artificial Intelligence, Machine Learning, Data Lake, Python, SQL, Data Warehouses, Data Lakes, Azure Data Lake, Azure Data Factory, Azure Synapse, Agile methodology, Communication, Problemsolving, DBS, Credit Check",Global,"agile, artificial intelligence, azure, machine learning, python, sql",Data Engineer
Data Engineer IV - Max Digital (Data Engineering),"Computer Science, Information Technology, Computer Information Systems, Management Information Systems, SQL, ETL, AWS, MongoDB, DBT, Airflow, Snowflake, OLTP, OLAP, APIs, Authentication, Authorization, Data modeling, Data storage, Message brokers, Protocols, Interfaces, Unit testing, Integration testing, Code reviews, Documentation, Test suites, Performance optimization, Scalability, Reliability, High availability, DevOps, Agile, Scrum, Kanban, Jira, Confluence, Slack, Zoom, Microsoft Teams, Google Meet, Webex, Trello, Asana, Monday.com, Basecamp, ClickUp, Notion, Evernote, OneNote, Google Docs, Microsoft Word, Adobe Acrobat, PowerPoint, Keynote, Prezi, Google Slides, Canva, Visio, Lucidchart, Draw.io, Miro, Mural, InVision, Figma, Sketch, Adobe XD, Zeplin, Abstract, Version control, Git, GitHub, Bitbucket, Mercurial, SVN, Perforce, ClearCase, Jenkins, Bamboo, CircleCI, Travis CI, AppVeyor, CodeClimate, Coveralls, Codacy, SonarQube, New Relic, DataDog, Splunk, Sumo Logic, ELK Stack, Grafana, Prometheus, Loki, Jaeger, Zipkin, OpenTelemetry, Kubernetes, Docker, Swarm, Mesos, Nomad, Rancher, Istio, Linkerd, Envoy, Nginx, Apache, HAProxy, Varnish, Traefik, CloudFlare, Fastly, Akamai, Cloudfront, S3, Glacier, EBS, EC2, Lambda, RDS, Aurora, DynamoDB, ElastiCache, Redshift, Athena, EMR, Glue, SageMaker, Data Pipeline, Data Lake, Data Warehouse, Data Mart, Business Intelligence, Data Analytics, Machine Learning, Artificial Intelligence, Natural Language Processing, Computer Vision, Speech Recognition, Recommender Systems, Reinforcement Learning, Generative Adversarial Networks, Deep Learning, Neural Networks, Convolutional Neural Networks, Recurrent Neural Networks, Transformers, Attention Mechanisms, SelfAttention, MultiHead Attention, Scaled DotProduct Attention, Residual Connections, Batch Normalization, Dropout, Data Augmentation, Regularization, Hyperparameter Optimization, Gradient Descent, Backpropagation, Adam, RMSProp, SGD, Momentum, Nesterov Momentum, AdaGrad, AdaDelta, AdaMax, Nadam, RMSProp, AdamW, OneCycle Learning Rate Policy, Cosine Annealing Learning Rate Policy, Plateau Learning Rate Policy, Step Learning Rate Policy, Exponential Learning Rate Policy, ReduceOnPlateau Learning Rate Policy, Early Stopping, Model Selection, CrossValidation, TrainTest Split, Holdout Method, LeaveOneOut CrossValidation, KFold CrossValidation, Stratified KFold CrossValidation, Time Series CrossValidation, Group KFold CrossValidation, Nested CrossValidation, Stacking, Ensemble Learning, Bagging, Boosting, Random Forests, Gradient Boosting Machines, XGBoost, LightGBM, CatBoost, Stacked Generalization, Feature Engineering, Feature Selection, Feature Extraction, Dimensionality Reduction, Principal Component Analysis, Singular Value Decomposition, Linear Discriminant Analysis, Quadratic Discriminant Analysis, Naive Bayes, Logistic Regression, Support Vector Machines, Decision Trees, Random Forests, Gradient Boosting Machines, XGBoost, LightGBM, CatBoost, KNearest Neighbors, KMeans Clustering, Hierarchical Clustering, DBSCAN, OPTICS, BIRCH, HDBSCAN, UMAP, TSNE, PCA",Global,"adobe xd, agile, apache, artificial intelligence, aws, bamboo, bitbucket, computer vision, confluence, data modeling, data warehouse, datadog, deep learning, docker, etl, figma, git, github, grafana, jenkins, jira, kanban, kubernetes, machine learning, mongodb, nginx, notion, prometheus, scrum, sketch, splunk, sql, svn, trello, version control",Data Engineer
Senior Data Engineer-Canada,"SQL, PostgreSQL, Python, AWS, Data Engineering, Seniority",Global,"aws, postgresql, python, sql",Data Engineer
Sr Data Analyst - Quality-1,"Analytics, Business Intelligence, MS Office Suite, SQL, Tableau, Sisense, Qlik, Microsoft PowerBI, R, Python, SAS, SPSS, Data analysis, Statistics, Pivot tables, VBA, Macros, Visio, Access, Database querying, Data visualization, Math, Statistical concepts, Data architecture, Data governance, Data inconsistencies, Training, Coaching, Mentoring, Problem analysis, Resolution, Deficiencies, Analytic applications, Reporting, Visualization applications, Individual professional growth, Development, Mandatory/continuing education, Skills competency, Preceptor, Resource, Compassionate care, Personalized experiences, Safe care, Patient care, Staff care, Visitor care, Memorial Hermann policies, Procedures, Standards, Budgetary specifications, Time management, Supply management, Productivity, Quality of service",Global,"python, qlik, sql, tableau",Data Analyst
Data Engineer IV - Max Digital (Data Engineering),"Data Engineering, SQL, Database operations, ETL, SSIS, C#, Web APIs, Python, AWS RDS, S3, SQS, SNS, MongoDB, Unit testing, Integration testing, DBT, OLTP schema design, APIs, Authentication, Authorization, Data flows, OLAP schema design, Airflow, Snowflake, Computer Science, Information Technology, Computer Information Systems, Management Information Systems",Global,"aws, c#, etl, mongodb, python, sql, ssis",Data Engineer
Data Engineer IV - Max Digital (Data Operations),"SQL, SSIS, C#, Cloud Services, MongoDB, AWS RDS, S3, SQS, SNS, Airflow, DBT, Data Engineering, Database Operations, ETL, Data Science, OLTP, Software Development, DevOps, Testing, Mentoring, Bachelor's Degree, Computer Science, Information Technology, Management Information Systems, 5 Years' Experience",Global,"aws, c#, etl, mongodb, sql, ssis",Data Engineer
jr Data Engineer,"Java, Python, Spark, Snowflake, Data Pipelines, SQL, Data Processing, Data Analysis, Data Warehousing, Data Transformation, Data Optimization, Data Analytics, Reporting, Business Insights, SelfService Analytics, Critical Thinking, ProblemSolving, Communication, Teamwork, Accountability, Experimentation",Global,"java, python, spark, sql",Data Engineer
Data Engineer,"Spark, Azure Cloud, Azure DEVOPS, CI/CD, Infrastructure as a Code, ADF, ADW, Power BI, Apache Nifi, Power Query, MDX, DAX, SSRS, TSQL, MS SQL Server BI Stack, Multidimensional Database Design, Relational Database Design, Data Visualization, Interactive Dashboards, Key Performance Indicators, DAX Queries, DAX Functions, Visual Reports, KPI Scorecards, Business Intelligence, Data Transformation, Data Sources, Data Importing",Global,"apache, azure, ci/cd, dax, power bi, spark, sql server, ssrs",Data Engineer
Senior Data Engineer,"Data Engineering, ETL Pipelines, Data Modeling, Cloud Migration, SQL, Python, PowerShell, JavaScript, SSIS, SSAS, SSRS, PowerBI, Azure DevOps, Azure Data Factory, Azure Synapse, Dev Framework, Data Lakes, Data Warehouses, Healthcare data, Data governance, Data quality, Data Integration, Data Modeling, Data Orchestration, Data Analytics, Data Visualization, Data Mining, Machine Learning, Artificial Intelligence, Data Security, Data Privacy, Data Compliance, Data Ethics, Big Data, Cloud Computing, Agile Development, DevOps, Scrum, Kanban, Jira, Confluence, Hadoop, Spark, Hive, Pig, Flink, Presto, Kafka, Cassandra, MongoDB, ElasticSearch, Kibana, Grafana, Prometheus, Alertmanager",Global,"agile, artificial intelligence, azure, cassandra, confluence, data modeling, elasticsearch, etl, grafana, hadoop, hive, javascript, jira, kafka, kanban, machine learning, mongodb, powershell, prometheus, python, scrum, spark, sql, ssas, ssis, ssrs",Data Engineer
